# addr,name,comment
# addr forms: 0xNNNNN = file offset | SEG:OFF = relative seg:off | DS:0xNNNN = DS-relative | IMG:0xNNNN = image offset
0x000600,entry,MZ entry point; sets DS/SS=0x0ce2 SP=0x7e78
DS:0x2A19,console_menu_selected_item,"selected golden-menu row+1 (1..5 = HONK/TELEPHONE/CRYOBOX/MENU/OPTION; 0=none). Set by 0x8613 click path; ored into the bridge busy gate at 0x7d96 (station orb clicks disabled while engaged)"
DS:0x279B,bridge_seek_target_arc,"station-seek target in arc units (= 2*frame). 0x5a=menu(45); station records [0x2a1b+rec*0x18+0xa] hold each station's rest target (0/0x5a/0xb4/0x10e = frames 0/45/90/135, live-dumped)"
DS:0x279D,bridge_seek_initial_dist,"first-tick seek distance memo (frames); >=0x28 gates dragging the cursor ring anchor with the rotation (0x96d0)"
DS:0x27DB,bridge_turn_direction_flag,"1 = turning one way, 0 = the other (set by both the steer and seek paths)"
DS:0x0A2C,bridge_mouse_y,"mouse y (screen space), hit-tested against box y/h at 0x8269/0x827f"
DS:0x0A3E,mouse_button_down_flag,"bit0 gates the box hit tests 0x8269/0x8295 (only while the button is down)"
0x008269,mouse_hit_test,"box hit test: si -> {x,y,w,h} 8-byte rect; inside = [0xa2a]>=x && [0xa2a]-w<=x && [0xa2c]>=y && [0xa2c]-h<=y; on hit or byte [bp],8. PROVES the station/orb rect field order {x,y,w,h} (tbbig chunk header + station table +0xc)"
0x0040D0,entity_object_populate,"ACTIVATES an entity: AX=id DX=resource handle -> di=0x6212+id*32; resolve handle 0x4b9:0x190; flags=([res_hdr]&4)|0x83 (0x80 active bit) at +0; unpack object far ptr +4/+6; copy data +0xc/+0xe; init +0x14/+0x16. THE entity-activation primitive (nav destinations 0x15..0x1F, crew, location content). = 0x299:0x1140"
0x008D2A,object_population_loop,"after a resource loads, iterates object descriptors at DS:0x2AD3 (di=[bp], stride dx=0x2c), reads kind es:[di]&0x100/0x10 + resource handle es:[di+0x18/0x1a], calls entity_object_populate 0x40D0 for each -> populates+activates a run of entity records. [0x2790]=sub-object count, [0x27C1]=active count. The world-object-instance loader; gate for nav destinations/#3 + location content/#6"
DS:0x2AD3,object_descriptor_table,"per-world object descriptor table walked by object_population_loop 0x8D2A (0x2c stride); each entry {kind@0, resource handle@0x18/0x1a} -> entity_object_populate"
0x0093f8,dlg_reveal_pump,"subtitle reveal pump: advances gs:0x5e58 one char per gs:0xb31 timer tick; draws via 0x299:0xa2b/0xb23 per line record (bp=0x5e6f/0x5eaf); credit vs reveal path via 0x5e65"
0x003630,subtitle_render_string,"REAL subtitle glyph blitter: fixed-width console font (ascii map DS:0x70fa=file0x1451A, glyphs DS:0x71aa=file0x145CA); draws to mode-X buffer; color 0xff stepping 0xfe/0xfd at reveal edge. Ported: font::BoldConsoleFont + engine::draw_subtitle_revealed (green fade from baked palette 0xfd/0xfe/0xff)"
0x00b898,dlg_chatter_burble,"talk BURBLE: while [0xcfb] set (line revealing), every 4 ticks ([0xb2f]) play random tb.snd clip 7+rand(0..9), != previous ([0xc4d]). Ported: main.rs chatter loop"
0x009656,bridge_steer_ring,"bridge view steer tracks mouse in the 1440-px RING ([0xa2a]), not screen — edge-push keeps rotating. Ported: MouseInput.dx/dy raw deltas -> BridgeView"
DS:0x2b97,zoom_scale_table,"6-step zoom/scale animation (x155..0 y67..10 w10..320), counter [0x2b93] 0..6 — NOT subtitle positions"
0x005816,presentation_scan,"post-VM record scan: walks the 0x672c directory; ACTIVE records (+2 bit0) by kind: kind 2 = character display maintenance (primary C4 0x675E, wildcard related 0x674E, field ptr follow); kind 1 = PRESENTATION START when the record's C4 field (+0x13 field) is armed: sets 0x67AC=1 active + 0x67B7 start-lock + 0x2793|=4 busy, clears dialogue state (0x6782/0x6784/0x6776/0x67F8/0x67BA..0x67BC/0x679A), record +3 |= 0x80. Kinds 0x10/0x200 -> 0x5A51 shared path. Ported effect: VmMachine::start_actor_presentation + the engine dialogue lifecycle"
0x005B38,record_c1_ship3d_action,"kinds 0x10/0x200 record action from the presentation scan: acts when the record field is typed 0xC1 (the ship-3D opcode) — nav/ship-3D presentation maintenance, gated on gs:0x6752/0x27DF. NOT a Sequence-cutscene dispatch"
XDB:0x0000,manu3_api_entry,"manu3.xdb far-call API: [bp]=cursor x/y dwords -> [0x1a]/[0x1c]; [bp+4]&0x1f = function selector (call 0x181 if set); [bp+6]>>4+0xA000 -> [0x18] caller seg. CURSOR->POSE: yaw [0x23e4] += (x-160)*2, pitch [0x23e2] += (y-100)*2 around the render call 0x270, then restored"
XDB:0x0270,manu3_matrix_build,"builds the Q15 rotation matrix at 0x2250..0x226F from THREE Euler angles at state+0x4E/0x50/0x52 (state block 0x2336, active record +0x5E; angles masked 0xFFC = dword offsets into the sin/cos tables, pairs at [tbl+0x26]/[tbl+0x28]); combines via angle-sum identities (add/sub + sar 1)"
XDB:0x0477,manu3_transform,"VERIFIED: Q15 3x3 transform, matrix 0x2250, dword vertex triples [si] -> [di], translation [si+0x36]; then walks a vertex CHAIN (mov si,[di]; lea si/di,+0x12) — 3 links per record (the skeletal chain)"
XDB:0x6480,manu3_texture_data,"texture pixel runs (teal ramp 0xF0-0xF9 + 0xD5/0xDD family) — the hand's affine texture source"
XDB:0x0549,manu3_entity_project,"second API entry: projects PARENT-segment objects (es=[2]; i16 vectors at es:[si+4/6/8], depth out es:[si+0xE], flag es:[si+0x12]=0x8000) through the state record's 3x4 matrix (+0x12..+0x35 rows, +0x36/3A/3E translation, sar 8) — the same structure as the main EXE's 0x9B98 nav projection. State record: +2=count->0x224A, +6=object ptr"
XDB:0x0700,manu3_face_bucket_sort,"triangle setup: face records 8 bytes {next, v0ptr, v1ptr, v2ptr} from fs:[0x2300] (count fs:[0x2304]) — a per-frame WORK buffer @0xF137 (zeroed in file); clip = AND of vertex +0x12 flags; Y-sort the 3 verts (screen Y at vtx+0x0A); insert into the Y-BUCKET chain table @0x686 (2 bytes/scanline) for scanline rendering. SOURCE mesh + face builder = the stage between the transform loop and 0x700 (next trace)"
XDB:0x0679,manu3_vertex_stride,"projected-vertex records stride 0x14 (20B); per-object vertex count [0x224A] (rec+2), object count [0x22F2]; 0x68A = alias-vertex copy pass ([0x22FA] list, +4 = source-vertex ptr — mirrored/shared verts copy screen results)"
XDB:0x2336,manu3_state_runtime,"state block is RUNTIME-BUILT (file image holds garbage counts/ptrs): the INIT function (selector path via 0x181/0x19B) unpacks the model records — trace init to find the packed hand mesh in the xdb"
XDB:0x0181,manu3_anim_select,"function selector -> relative-offset SEQUENCE table at [0x2306] (=0x3E72): picks an animation/script sequence ([0x102E] cursor, 0x1032 active-tween list)"
XDB:0x019B,manu3_tween_step,"per-frame tween processor: records {counter[di], target[di+4], value[di+8], accum dword [di+6] += step [di+0xA]} -> writes value to *target; expired tweens swap-removed. The hand poses + menu motions are DATA-DRIVEN tweens; targets ~0x2670-0x2870 region"
XDB:0x0775,manu3_span_renderer_init,"scanline S-BUFFER renderer: free-list of 200 edge/span records (stride 0x5A from 0xA72), sentinel spans at 0x964/0x9BE/0xA18 with +/-0x7FFFFFFF depth sentinels, active-table head [0xA28]; scans the Y-bucket table for non-empty scanlines (repe scasw). Faces insert depth-sorted spans per scanline; the affine fill textures each visible span — classic Cryo span engine"
XDB:0x22F0,manu3_data_map,"16 paired pointers {runtime work buffer 0xEFB1..0xF573, packed SOURCE 0x3DFC..0x3F30} — the xdb's complete data map (faces pair = [0x2300]work/[0x2302]src=0x3E5C). Source blocks are copy DESCRIPTORS ({addr,len,stride,addr}, face stride 9 = packed 9-byte face records); exact src/dst semantics need the init copier that consumes the descriptor pairs (next trace)"
XDB:0x22F0,manu3_data_map_correction,"CORRECTION: code reads [0x22F2]=object COUNT, [0x22FA]=alias ptr, [0x22FE]=alias count, [0x2300]=face ptr, [0x2304]=face count, [0x2306]=seq table — but the FILE values are implausible as counts => an INIT (EXE-side loader patch or in-xdb init) rewrites this block after load. fs:[2]/fs:[6] = parent/screen segments from a PATCHED header area. Next: trace the EXE's xdb load+first-call protocol (resource_load_by_id 0x287B onward) for the patch/init step"
XDB:0x0121,manu3_init_protocol,"croolis's decoded overlay protocol generalizes: overlays self-relocate (segment table at file 0x0C..0x10) and their INIT fills the fs:0x22F0 pointer block with load-segment-relocated values (croolis: fs:0x22F0=0xFF11, 0x22F4=0xD9C2...). manu3's stale file values = build-time layout; init rewrites. Packed sources = the 0x3DFC.. descriptor blocks; the init body (head code past the 0x121 skip target) is the next disassembly slice to settle descriptor {src,len,stride,dst} semantics"
XDB:0x1368,manu3_reloc_key,"cs:[0x1368] = data-seg delta (0x137 paras): ds:0 = file+0x1370. Derived segs [2]/[4]/[6] = ds + file[0xC/0xE/0x10]. Entry 0x150 = per-frame no-cursor variant (tween->matrix->project->0x6F6 face-build+render); 0x6F6 = the face builder. Sane post-reloc reads: 16 objects, seq table ds:0x2974; face ptr/count cells ds:0x2300/0x2304 are STILL runtime-filled (stale in file) => definitive mesh read = LIVE memory dump of the resident xdb segment from the savestate (XDBDUMP probe, next slice)"
XDB:0x0000,manu3_segments_resolved,"RESOLVED: the old notes' 'ds 0x17A3/0x1C94/0x2094' are SEGMENTS — 0x166C code, 0x17A3 data (ds), 0x1B76/0x1C94/0x2094 derived work segs (ds:[2]/[4]/[6]). Live dumps in accuracy/manu3/ (ds + all three derived): 216 faces at ds:0xB18 ({next,v0,v1,v2} ptrs), vertex records in the work segs (source coords via es=[2] in projection). Mesh extraction now offline-analyzable"
XDB:0x06F6,manu3_face_builder_next,"ACTIVE-RENDER dumps banked (accuracy/manu3/, mouse-driven state; span free-list churned = renderer ran; face links converged steady-state). Face-record pointer decode needs 0x6F6 (the face builder) disassembled to settle which of the 216 records are live and the vertex-record segment/stride (seg2 candidate: rec ~{...,x,y,z,...} i16; pointers overlap => sub-lists per the 0x30/0x88/0x27C descriptor groups). NEXT SLICE: disassemble 0x6F6..0x700"
0x0040F9,resource_subobject_dir,"resource sub-object directory decode (inside entity_object_populate): resource header {flags:u16, count:u16}, then count dword entries at +4 — entry nibble0 = byte offset, entry>>4 = PARAGRAPH offset from the resource ds; sub-object far ptr = (ds+paras):offset. Entity id -> sub-object index. The .ext/.spr resources are sub-object directories; the world/entity click path goes through the C1/ship-3D records (0x5B38 family) — the converged cyberspace/on-planet trace continues there"
0x005B75,c1_present_select,"C1 action body: field 0x11 = presented-object link; kind 0x10 vs 0x200 paths; for 0x200 (ship active [0x24F3]&1) compares DI vs gs:[0x251B] = the CURRENTLY-PRESENTED world object — differs -> new presentation setup (es=[0x6726]); same -> 0x5C26 teardown path. gs:[0x251B] is the ship-3D selection cell the mouse hit-test upstream writes (ship FSM 0xAFA0 -> entity rect test) — the remaining link in the world-click chain"
0x00B0F3,ship_click_commit,"ship-3D click commit: [0x251B] = selected entity record (from es:[di+0x16] / hover cell [0x250B], minus 4); sets FSM [0x6788]=3 (PRESENT-OBJECT state), [0x252D]/[0x252E]=1, resets text state, then display copy + plane band. The world-click chain: hover cell [0x250B] (hit-test upstream, next slice) -> commit here -> C1 select (0x5B75) -> script blocks"
0x007259,entity_candidate_list,"builds the PRESENTABLE-OBJECT candidate list: source list @gs:0x6886 (0x624B nav-source build), filtered by flags&0x98 + rec[+2]&2, survivors written to [0x250B]++ — the world/entity selection is LIST-DRIVEN (choice-box rows = candidates; commit picks via +0x16 linkage). NO free-roam mouse hover hit-test exists — consistent with the universal choice-box console model. Port adjustment: on-planet interaction = entity list box, not free clicks"
0x0040F9,resource_class_taxonomy,"resource header CONFIRMED on real files: flags=4 = SPRITE BANK sub-object directory (CARTE.SPR {4,7}, BTV.SPR {4,11} — all pointers valid); flags=2 = WORLD container (.ext) with its OWN body format (the 3-byte node table framing, not the dword dir). Sub-object enumeration of every .SPR bank is now mechanical"
XDB:0x0C2A,manu3_affine_fill,"THE textured inner loop (column-oriented): per row {u(ax) += du(bp); v(dx) += dv(si); texel = ds:[bh:bl] = tex[v.hi*256+u.hi] (256x256 texture, ds = texture seg from lds [rec+0x54]); es:[di]=texel; di += 0x140 (next row)}. Span/edge record fields: +2 flags (0x8001 end/skip), +4/+6 links, +0xA coord, +0x42 u, +0x44 v, +0x52 du, +0x54 dv + texture far ptr. Column S-buffer fill. With this, EVERY manu3 mechanism is decoded — the Rust transcription is fully specified"
XDB:0x0848,manu3_span_setup_next,"NEGATIVE banked: vertex +0xA/+0xC are PROJECTED coords (u 212..294 = screen-ish), not UVs — per-vertex UVs falsified. The u/v gradient source must come from the span-setup region (0x848..0xBE6: face -> span records with +0x42 u/+0x44 v/+0x52 du/+0x54 dv+texseg) — that disassembly is the single remaining decode for textured transcription"
XDB:0x0849,manu3_span_insert,"depth-sorted span insert: spans linked by {next[0], prev[0x10]}, ordered by depth dword +8 (sentinels 0x964/0xA18); column cursor [0x680] 0..0x140 walks columns; [0x684] = per-column face-bucket cursor; faces pop at 0x8B1 -> triangle->edge/gradient conversion 0x8B1..0xBE6 (the u/v gradient math, next slices)"
XDB:0x0D7D,manu3_face_activate,"per-face activation (called per bucket face from 0x8C6): converts a face into EDGE records with linear interpolators {value = base(+0x20) + coord(+0xA)*step(+0x28)} — the u/v/depth gradient setup lives here (next slice). Edge flags +0x1A bit15; per-edge eval at 0x90C (eax = -coord*step+base)"
XDB:0x0D93,manu3_gradient_setup,"triangle gradient setup: loads the 3 verts' packed screen dwords (+0xA = x:y), deltas -> RECIPROCAL TABLE lookups ([delta*4], the div-free gradient trick), cross-product area with sign backface-reject (jge 0x118E), sar 8 scale; degenerate-edge specials at 0x118F/0x1366; writes interpolator cells {+0xC, +0x1C, +0x2E count}. Continue transcription from here (~1.5KB routine)"
XDB:0x04A4,manu3_vertex_source_model,"INSIGHT (explains the degenerate render): the hand is SKELETAL — the transform walks CHAINED state records (dword position vectors at +0x12.., translations +0x36) = the skeleton segments; the 20B pool's +4..+8 i16 are vertex offsets RELATIVE to their segment (z-hugging values = fingers along the segment axis). Faithful assembly = per-segment matrix+translation THEN the relative offsets. Next: extract the segment chain (positions/parents) from the live ds state records and compose"
XDB:0x2394,manu3_segment_records,"live segment records: seg0 {cnt=14, T=(1024,-3456,16000)>>8, ang≈rest} and seg1 {cnt=16} sane at stride 0x60 — but records 2+ read garbage at that stride => the object-loop's record ADVANCE (who updates [0x2248] between objects, around the 0x544 'mov di,[0x2248]; jne 0x279' loop) is the pinned next decode for the true stride/layout"
XDB:0x2974,manu3_pose_sequences,"the REAL sequence table (post-reloc): 8 pose-animation sequences; records target the SEGMENT ANGLE CELLS (0x23E2/0x23E4 wrist; +0x5E steps: 0x2440 seg1, 0x249E seg2, 0x24FC seg3...) with step values — the function selectors = named hand poses (point/grab/...) tween-animating the fingers. Extractable for the pose-refinement work (record family {counter/flags, target, value, step} per the 0x19B processor)"
XDB:0x29B4,manu3_pose_seq0,"pose sequence 0 stream: 4-word groups {delta, count, cellA, cellB} walking the segment angle cells (0x23E2,0x23E4,0x23E6.. and 0x27EC/0x28AA-family = the T cells!) — keyframes drive BOTH angles and translations. The 0x181 setup builds active-tween records {counter,target,value,step} from these groups; exact word roles resolve against that constructor when the pose extraction is implemented"
XDB:0x01DF,manu3_tween_constructor,"EXACT tween-group spec: 8-byte groups {word0: count.lo/phase.hi, word1: (unused/flags), word2: target cell, word3: END VALUE}; construction: step=(end - *target)<<16 / count (Q16/frame), accum=(*target<<16)+step, count-1 -> active record {counter, target, accum, step}; groups gate on phase == [0x102C] (sequences are PHASED, constructor advances the phase). Pose-player implementation fully specified"
0x00B61A,manu3_load_site,"manu3.xdb load-by-name (si=DS:0x113 'manu3.xdb' -> lcall 0x1CE:0x7DB loader) inside a restore path (after the 3D.snd presentation). The per-frame CALL site with the pose selector = the consumer of the loader's stored segment (loader-return storage -> next slice)"
0x00B591,alien_overlay_cycle,"the {amer, croolis, scrut}.xdb overlay CYCLE (name table DS:0xACC, index [0xAE5] 0..2) with the cursor pushed around the load/call — the ALIEN-EXAMINATION screen path (validates the port's alien_view cycling). NOT the hand's per-frame caller (still pinned: the manu3 segment-storage consumer)"
DS:0x0A4A,xms_driver_entry,"XMS driver far entry (int 2F ax=4310 -> bx:es stored here); the many lcall [0xA4A] sites = XMS calls (NOT overlay dispatch). Remaining overlay far-pointer candidates for the manu3 per-frame caller: [0xCD3]/[0xCDB]/[0xCDF]/[0xCEB]/[0xCF3] (next slice)"
DS:0x0CD3,driver_entry_table,"[0xCD3]/[0xCDB]/[0xCDF]/[0xCEB]/[0xCF3] = far pointers into the loaded DRIVER (dnsdb/nosound.drv) at entries 0x100/0x106/0x109/0x112/0x118 (segment word patched at load) — the sound-driver dispatch, NOT manu3. Manu3's per-frame caller: likely a RELOC'D direct far call (fixed deterministic load segment) — search the reloc table for calls into the manu3 segment range (pinned)"
0x0032BD,manu3_perframe_caller,"CALLERWATCH result: manu3 entry 0x0000 is far-called from 0x022D:0x07F2 (return addr; call inside gfx_clipped_primitive_a 0x32AC) — the hand draw is dispatched from the GRAPHICS-PRIMITIVE layer during frame composition; the pose selector ([bp+4]) = this primitive's parameter from ITS caller (next hop). Secondary entry ip=0x886 called from 0x0E84:0x011F (the gs-segment trampoline)"
0x00167D,hand_call_protocol,"THE COMPLETE per-frame hand call (file 0x167D..0x16A2): argument frame @DS:0xAB4 = {cursor_x [0xA2A], cursor_y [0xA2C], SELECTOR [0xA32], target seg [0x5219]}; lcall [0xA96] (the loaded-overlay far-pointer slot); [0xAE7] = hand-hide countdown (skip frames). SELECTOR VALUES from writers: 1 @0x58FD (presentation start), 0xB @0x154B (UI close), 0xFFFF @0x18F9 (none/hide); full map = the remaining writer sweep. The pose-per-context system is now protocol-complete"
DS:0x0A32,hand_pose_selector_map,"FULL immediate-write map: 29 sites, selectors 0..0x10 — 1 @0x14D8/0x58FE/0x59A3/0x7809/0x8548/0x8A57/0x8B8D/0xB0BC (presentation/default point), 2 @0x781E, 3 @0x782C, 4 @0x8227, 5 @0x86AB, 6 @0x851C, 7 @0x8529, 9 @0x7911, 0xA @0x7FBF/0x80C1, 0xB @0x1549/0x7EE3/0x8FFA (UI close), 0xC @0x7962, 0xD @0x8190, 0xE @0x7BEA, 0x10 @0x814D, 0 @0x1649/0x1980/0x8B3B, 0xFFFF @0x18F9/0x8AE4 (hidden). The 0x78xx-0x8Bxx cluster = the console-interaction handlers: each site's context = its screen state (readable on demand). Pose system fully enumerated"
DS:0x0A32,selector_contexts_2,"more contexts: 4 @0x8227 = presentation-record active ([0x676A]/[0x675A]) — the attentive/talking pose; 6/7 @0x851C/0x8529 = CHOICE-BOX hover poses (the row math div-0xB / [0x27C7]=row+1 sits at 0x8500); the 0x8690 DAC writes = the selection glow. Sweep continues per-site as needed"
0x0082C3,ui_region_table_scan,"the console's clickable-REGION scanner (returns a region id; 0x1F = the region selecting pose 0xC) — the hit-region table system behind the pose selectors and click dispatch. Selector contexts: 9 @0x7911 = region-enter edge ([0x27EA]); 0xC @0x7962 = region 0x1F hover; 0xE @0x7BEA = post-0x971-call state. Remaining sites sweep mechanically against this scanner's region ids"
DS:0x65F2,ui_region_table,"the console's 32 x 32B ui-region table (descending from ds:0x65F2), RUNTIME-populated: at the pinned hub only region 4 is active (flag 0x84) — regions activate per console state. Record format = whatever 0x8295 (flag_gated_compare_a3e) tests vs the cursor cells [0xA3E] (pinned next). REGIONDUMP probe added"
0x008295,region_record_hittest,"DECODED: region record = {flag@+0, ..., rect@+8: x,y,w,h i16} in RING-space cursor coords ([0xA2A]/[0xA2C]); hit = x>=rx && x<=rx+w && y>=ry && y<=ry+h, gated on mouse-enable [0xA3E]&1. The console hit-region system is fully decoded (scanner 0x82C3 + record format + coordinate space) — port hit-tests validatable against live per-state tables via REGIONDUMP"
DS:0x65F2,region4_orb_validated,"LIVE VALIDATION: during the pinned presentation exactly ONE region is active — region 4, rect (137,139 50x44) = THE ORB's hit box (click-to-advance) — confirming the port's model (presenting: only advance-clicks; idle: full dispatch). The region table is the ground truth for every console hit-test per state"
DS:0x65F2,region_table_scope,"UNPIN dump: the region table holds ONLY the orb zone even on the unpinned hub — the golden-menu rows use the OTHER hit system (the STATION RECORDS, 0x7DAE cs:0x06D4 dispatch by record kind). TWO hit systems total: region table (orb/zones) + station records (menu/stations) — both now structurally documented"
0x007DAE,station_record_dispatch,"station record format: {+0 flags (bit0 active, bit2 mouse-disable clears [0xA3E]/[0xA40], bit3 auto-seek), +0xA target ARC (-> [0x279B] seek target when bit3 and view not there = the auto-seek-to-station mechanism), +0xC.. hit rect -> mouse_hit_test 0x8269}. Validates the port's BridgeView station records + seek behavior"
